Num,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
763,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,Moderate
764,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
765,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
766,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
767,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
768,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
769,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
770,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,High
771,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
772,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
773,Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,3月6日,Yes,Tab,Low
774,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
775,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3月6日,No,Mobile,Low
776,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
777,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
778,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
779,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
780,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
781,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
782,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
783,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
784,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
785,Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,Low
786,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
787,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
788,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
789,Boy,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Mobile,High
790,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
791,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
792,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
793,Girl,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
794,Girl,11月15日,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
795,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
796,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
797,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
798,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,3月6日,No,Mobile,Moderate
799,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
800,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
801,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
802,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
803,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Computer,Low
804,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
805,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Low
806,Boy,6月10日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
807,Girl,11月15日,School,Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Moderate
808,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
809,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
810,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
811,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,No,Computer,High
812,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
813,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
814,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
815,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1月3日,No,Mobile,High
816,Girl,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
817,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,Moderate
818,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
819,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
820,Boy,11月15日,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
821,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
822,Girl,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
823,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
824,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
825,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
826,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
827,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
828,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,1月3日,Yes,Computer,Moderate
829,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
830,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,Moderate
831,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
832,Boy,11月15日,School,Non Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
833,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
834,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
835,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Computer,Low
836,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
837,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
838,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
839,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
840,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
841,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
842,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,High
843,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
844,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Computer,Moderate
845,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
846,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
847,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
848,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
849,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,High
850,Girl,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
851,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
852,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
853,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
854,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
855,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
856,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,4G,0,No,Mobile,Low
857,Girl,11月15日,School,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,Low
858,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
859,Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
860,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
861,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
862,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
863,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
864,Girl,6月10日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
865,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
866,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
867,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
868,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
869,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
870,Girl,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
871,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
872,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
873,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
874,Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
875,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
876,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Moderate
877,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
878,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
879,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
880,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
881,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
882,Girl,11月15日,School,Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Low
883,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
884,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
885,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
886,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,Moderate
887,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
888,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
889,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Computer,Moderate
890,Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
891,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Computer,Moderate
892,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
893,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Wifi,3G,1月3日,No,Mobile,Moderate
894,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
895,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
896,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,1月3日,Yes,Computer,Moderate
897,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
898,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,Moderate
899,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Low
900,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
901,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
902,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,1月3日,Yes,Mobile,Moderate
903,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
904,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
905,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
906,Boy,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Mobile,High
907,Girl,11月15日,School,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,Low
908,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
909,Boy,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Moderate
910,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
911,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
912,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Low
913,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
914,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
915,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
916,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
917,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
918,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
919,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
920,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
921,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
922,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
923,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,No,Computer,Moderate
924,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
925,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,High
926,Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
927,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
928,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
929,Boy,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
930,Girl,11月15日,School,Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Moderate
931,Girl,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
932,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
933,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
934,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3月6日,No,Computer,Moderate
935,Boy,6月10日,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
936,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Tab,Moderate
937,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Tab,High
938,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
939,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
940,Girl,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,High
941,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
942,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
943,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
944,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
945,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
946,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
947,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
948,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
949,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
950,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
951,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3月6日,No,Mobile,Low
952,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Low
953,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
954,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
955,Girl,6月10日,School,Non Government,No,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,High
956,Boy,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
957,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
958,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
959,Boy,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
960,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
961,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Low
962,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
963,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,Yes,Computer,High
964,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
965,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
966,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
967,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
968,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
969,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
970,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
971,Girl,11月15日,School,Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Moderate
972,Girl,11月15日,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
973,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
974,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,Moderate
975,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Low
976,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
977,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
978,Boy,6月10日,School,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
979,Boy,6月10日,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
980,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
981,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
982,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
983,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
984,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
985,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
986,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
987,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
988,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
989,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
990,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
991,Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,3月6日,No,Mobile,Low
992,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Computer,Low
993,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
994,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Low
995,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
996,Girl,16-20,School,Government,No,No,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,High
997,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
998,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
999,Girl,11月15日,School,Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Low
1000,Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
1001,Boy,11月15日,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
1002,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
1003,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
1004,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
1005,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
1006,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
1007,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,Moderate
1008,Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,4G,1月3日,Yes,Mobile,Moderate
1009,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
1010,Boy,11月15日,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
1011,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
1012,Girl,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
1013,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,1月3日,No,Mobile,Low
1014,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
1015,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
1016,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
